58,Skardu,Roundu,CD stak,"Village & UC Staq, Skardu",,0355-4159922,,Both
59,Ghanche,Khalpu,DHQ Khuplu,District Headquarter hospital Khalpu bala Dist. Ghanche,,0343-8196626,,Both
60,Ghanche,KUROO,ACD Ghowari,Village Ghowari Uc kuro,,0344 5406843,,Both
61,Ghanche,MACHULOO,BHU Machuloo,Village Machuloo  Uc Machuloo,,0355 5190861,,Both
62,Ghanche,Khalpu,CH Siksa,Civil Hospital Siksa Khalpu Dist. Ghanche,,0355-4110085,,Both
63,Ghanche,Mashabrum,CH Thagas,Civil Hospital Thagas Tehsil Mashabrum Dist. Ghanche,,0340-5792188,,Both
64,Ghanche,Daghoni,CH Daghoni,Civil Hospital Daghoni Tehsil Daghoni Dist. Ghanche,,0344-7760851,,Both
65,Ghanche,Khalpu,CH Keris,Civil Hospital Kersi Khalpu Dist. Ghanche,,0343-5073908,,Both
66,Ghanche,Khaplu,BHU Bara,"Village & UC Bara, Ghanche",,0355-5194773,,Both
67,Ghanche,Daghoni,AC D Garbung kharkoh,"Villge Garbung Kharkoh UC Kharku, Ghanche",,0355-5269911,,Both
68,Ghanche,Mashabrum,CD Ghazi Thang,"Village Ghazi Thang UC Ghursay, District Ghanche",,0355-4426043,,Both
69,Ghanche,Mashabrum,ACD saith saltoro,"Village Saith UC Saltoro, Ghanche",,0355-5197243,,Both
70,Gilgit,Gilgit,PHQ Hospital Gilgit,Provincial Headquarter Hospital Khazana Road  Town Area Gilgit,,0315-0587285,,Both
71,Gilgit,Gilgit,RHQ Hospital Gilgit,City Hospital river view road Gilgit Town,,0355-4214641,,Both
"",,,,,0313-3349857,,,
73,Gilgit,Danyore,CH Sasi,Civil Hospital Sasi UC Haramosh Tehsil Danyore Dist. Gilgit,,0355-5198286,,Both
74,Gilgit,Gilgit,BHU Nomal,Basic Health Unit Nomal Tehsil & Dist. Gilgit,,0355-5202601,,Both
75,Gilgit,Gilgit,CH Jagir Basin,Civil Hospital Jagir Basin UC Sharote Shikyote Tehsil & Dist. Gilgit,,0355-5226801,,Both
76,Gilgit,Danyore,Sehat Foundation Hospital,Sehat Foundation Danyore Dist. Gilgit,,0344-6769218,,Both
77,Gilgit,Gilgit,"Aga Khan Medical Center, Gilgit",Aga Khan Medical Hospital Chilmesh Dass Gilgit,,0342-9898877,,Both
78,Gilgit,Gilgit,Family Health Hospital,Family Health Hospital Jutial Shahrah Quaid Azam Gilgit,,0312-8362170,,Both
79,Gilgit,Jugote,CD Pari,"Village Pari UC  Sai Bala, Gilgit",,0346 9547163,,Both
80,Gilgit,Jugote,ACD Chakarkote,"Village Chakarkote UC Sai Bala, Gilgit",,0346 9547163,,Both
81,Gilgit,Daniyore,BHU Jalalabad,"Village & UC Jalalabad, Gilgit",,346 9547163,,Both
82,Gilgit,Daniyore,AKHS Daniyore,AKHS Daniyore Gilgit,,346 9547163,,Both
83,Gilgit,Daniyore,CD Jutal,"Village Jutal UC Rahimabad, Gilgit",,346 9547163,,Both
84,Gilgit,Daniyore,CD Oshikhan Das,"Village Oshikhandas UC Jalalabad, Gilgit",,346 9547163,,Both
85,Gilgit,Gilgit,AKHS Nomal,Village & UC Nomal Gilgit,,346 9547163,,Both
86,Gilgit,Daniyore,CD Sultan Abad,"Village Sultanabad UC & Tehsil Daniyore, Gilgit",,346 9547163,,Both
87,Gilgit,Gilgit,CD Shikyote,"Village & UC Sharote Shikyote, Gilgit",,346 9547163,,Both
88,Nagar,Nagar-2,RHC Chalt,Regional Health Center Chalt,,0316-1973975,,Both
89,Nagar,Nagar-2,CH Skiandarabad,Civil Hospital Sikandarabad Nagar,,0312-9948982,,Both
90,Nagar,Nagar 2,CH Ghulmet,Civil Hospital Ghulmet Nagar,,0312-0407020,,Both
91,Nagar,Nagar 1,CH Askurdass,Civil Hospital Askurdass Nagar,,0316-5735299,,Both
92,Nagar,Nagar 1,CH Nagar Khas,Civil Hospital Nagar khas UC Nagar Hisper Tehsil Nagar-1,,0316-9003064,,Both
93,Nagar,Nagar 1,BHU Hoper,Basic Health Unit Village Hoper UC Hoper,,0312-9762415,,Both
94,Nagar,Nagar 1,AKHS Jaffarabad,Village Jaffarabad Nagar,,0312-2996168,,Both
95,Nagar,Nagar 1,CD Phekar,Village Phekar Nagar,,0312-9707450,,Both
96,Ghizer,Punyal,DHQ Gahkuch,District Head Quarter Hospital Gahkuch Ghizer,,0355-5256107,,Both
97,Ghizer,Gupis,THQ Gupis,Tehsil Headquarter Hospital Gupis Dist. Ghizer,,0355-4538775,,Both
98,Ghizer,Punyal,CH Singul,Civil Hospital SINGUL Ghizer,,0316-5002430,,Both
99,Ghizer,Ishkoman,CH Chatorkhand,Civil Hospital Chatorkhand Ishkoman Ghizer,,0355-5202483,,Both
100,Ghizer,Punyal,MCH Sherqilla,Sherqillaha Gahkuch,,0355-5158718,,Both
101,Ghizer,Yasin,ACD Hundur,A-Class Dispensary Village Hundur,,0355-4170005,,Both
102,Ghizer,Phandar,BHU Shamarn,Basic Health Unit Village Shamaran UC Phandar,,0355-5133594,,Both
103,Ghizer,Ishkoman,ACD Immit,A-Class Dispensary Village Immit Tehsil Ishkomen Ghizer,,0355-4128356,,Both
104,Ghizer,Punyal,DHO Office Gahkuch AVC,District Health Officer Gahkuch Ghizer,,0355-5353222,,Both
105,Ghizer,Yasin,CH Thaus,Civil Hospital TAUS Yasin Ghizer,,0312-9717399,,Both
106,Ghizer,Punyal,AKHSP Center Sherqilla,Village & UC Sherqillah District Ghizer,,0355-4487847,,Both
107,Ghizer,Punyal,ACD Gahkuch Bala,Gahkuch Bala UC Gahkuch District Ghizer,,0355-4367878,,Both
108,Ghizer,Ishkoman,AKHSP Center Chatorkhand,AKHSP Center Chatorkhand Ishkoman Ghizer,,0355-4538976,,Both
109,Ghizer,Ishkoman,AKHSP Center Immit,AKHSP Center Village Immit Tehsil Ishkomen Ghizer,,0355-4487969,,Both
"",,,,,,355-5420264,,
111,Ghizer,Yasin,AKHSP Thoi,AKHSP Center Thoi Yasin Ghizer,,355-4538970,,Both
112,Ghizer,Phandar,AKHSP Center Phander,AKHSP Center Phander UC & Tehsil Phander  District Ghizer,,355-5761997,,Both
113,Ghizer,Phandar,AKHSP Center Hurkush,AKHSP Center Hurkush UC & Tehsil Phander  District Ghizer,,355-5078929,,Both
114,Ghizer,Gupis,AKHSP Center Jandarote,AKHSP Center Jandarote UC & Tehsil Gupis District Ghizer,,355-4487972,,Both
115,Ghizer,Yasin,ACD Thoe,A-class Dispensary Thoi Yasin,,355-5629297,,Both
116,Hunza,Aliabad,CH Aliabad,Civil Hospital Aliabad Hunza,,346-5729645,,Both
117,Hunza,Gulmit Gojal,CH Gulmit,Civil Hospital Gulmit Teshil Gulmit Gojal Hunza,,340-8620916,,Both
118,Hunza,Aliabad,CH KHANABAD,Khanabad Hunza,,344-2959693,,Both
119,Hunza,Aliabad,CD Altit,"Civil Dispensary Altit, Karimabad Hunza",,317-5550771,,Both
120,Hunza,Gulmit Gojal,BHC Sost,"Basic Health Unit Sost, Gojal 2 Hunza",,344-5902728,,Both
121,Hunza,Gulmit Gojal,CD Kirmin,"Civil Dispensary Kirmin, Chipurson Gojal District Hunza",,343-0601245,,Both
122,Hunza,Aliabad,CHC Aliabad (AKHSP),"Aga Khan Medical Center Aliabad, District Hunza",,343-0601245,,Both
123,Hunza,Aliabad,CH Karimabad,Karimabad Hunza,,343-7123090,,Both
"",,,ISLAMABAD,
Ser#,Tehsil,AVC Name,Address,Contact Number
1,Islamabad,Quaid E Azam International Hospital,"Peshawar Rd, near Golra Morr ?H-13, Islamabad",051-8449100
2,Islamabad,NIRM Hospital,"Street 9, G-8/2 G 8/2 G-8, Islamabad",051-9262213
3,Islamabad,Akbar Niazi Teaching Hospital,Near Murree Express Highway Islamabad,051-8153000
4,Islamabad,IHITC,"Mohran Jejan, Islamabad",051-9334329
5,Islamabad,RHC SIHALA,"Markaz Stop, Kahuta Rd, Sihala, Islamabad",051-9261792
6,Islamabad,Social Security Hospital,I-12 Islamabad,051-9278157
7,Islamabad,PIMS Hospital,G-8/3 Islamabad,051-9261170
8,Islamabad,Maroof International Hospital,"10th Ave, F-10 Markaz F 10/3, Islamabad",051-111644911
9,Islamabad,RHC Barakahu,"Bhara Kahu, Islamabad",051-9261210
10,Islamabad,Polyclinic Hospital,"Luqman Hakeem Rd, G-6/2, Islamabad",051-9220379
11,Islamabad,Federal General Hospital,Chakshahzad Islamabad,051-8441197
12,Islamabad,CDA Hospital G-6/2,G-6 Islamabad,051-9221334
13,Islamabad,RHC Tarlai,Near Taramari Chowk Islamabad,051-9247403
14,Islamabad,CDA Medical Center G-9,G-9 Markaz Islamabad,051-9330223
15,Islamabad,"Mobile Vaccination Center (NIH), Islamabad",Islamabad,051-9255566
16,Islamabad,KRL Hospital,"G- Kashmir Hwy, 1, Service Road South, G 9/1 G-9, Islamabad",051-9106346
17,Islamabad,BHU Jagyot,"Near Islamabad Model School, Jagiot",051-9261792
18,Islamabad,Dispensary Model Town Humak,Jawa Road Model Town Humak,051-9261792
19,Islamabad,BHU Rawat,"Main GT Road, Ward 1, Rawat",051-9261792
20,Islamabad,BHU Bhukkar,"Toot stop Haran Mera Road, Bhukkar,  Koral",051-9261792
21,Islamabad,CHC Shah Allah Ditta,"Golra Road, Village Shah Allah Ditta",051-9261792
22,Islamabad,"Advanced Diagnostic Lab, G-8 Markaz",Executive complex G8 markaz Islamabad,051-8446999
23,Islamabad,Citizen Club F-9 Mass Vaccination Center,"Adjacent Gate 4 (Fatima Jinnah Park, 9th Ave, F-9, Islamabad",051-9261792
24,Islamabad,Advanced Labs Pvt Limited,"Shop No 15, Ground Floor, crescent Arcade, plot No. 20-C, G-8 Markaz",051-8896474
25,Islamabad,Uhealth Pvt Limited,"Kortana Mor, Opposite Gate 4, DHA Phase II, Main GT Road, Isb",051-3757507 / 3757523
KP,,,,,
District,Tehsil,AVC Name,Address,"ContactNo","Designatedfor(HCW,Citizen)"
ABBOTTABAD,ABBOTTABAD,Ayub Teaching Hospital,Ayub Teaching Hospital,0312 9191346,Both
ABBOTTABAD,ABBOTTABAD,BBS Hospital,BBS Hospital,0333-9111666,Both
ABBOTTABAD,ABBOTTABAD,CH Boi,CH Boi,0345-5930880,Both
ABBOTTABAD,ABBOTTABAD,CH Khaira Gali,CH Khaira Gali,0330-2444344,Both
ABBOTTABAD,ABBOTTABAD,CH Nathia Gali,CH Nathia Gali,0333-2893338,Both
ABBOTTABAD,ABBOTTABAD,CH Sherwan,CH Sherwan,0340-5842050,Both
ABBOTTABAD,ABBOTTABAD,Khanaspur (Ayubia),Khanaspur (Ayubia),0300-9044778,Both
ABBOTTABAD,ABBOTTABAD,RHC Kalapani,RHC Kalapani,0343-9240141,Both
ABBOTTABAD,HAVELIAN,RHC Lora,RHC Lora,0345-9588660,Both
ABBOTTABAD,HAVELIAN,RHC Mohri Bad Bahen,RHC Mohri Bad Bahen,0334-1637637,Both
ABBOTTABAD,ABBOTTABAD,BHU Bakote,"Marri Road, Bakot Abboatabbad",0345-8166051,Both
ABBOTTABAD,HAVELIAN,Type-D Hospital Havelian,Type-D Hospital Havelian,0312-5566615,Both
ABBOTTABAD,ABBOTTABAD,BHU Bakote,BHU Bakote,,Both
ABBOTTABAD,ABBOTTABAD,Police Hospital,Police Hospital Abbotabad,,Both
Abbottabad,Abbottabad,TBC,TBC,0333-5067280,Both
BAJAUR,BAR CHAMER KAND,DHQ Khar,DHQ Khar,0345-9152455,Both
BAJAUR,Utman kheel,Arang,Arang,0321-7393921,Both
BAJAUR,Barang,Barang,Barang,0300-3163606,Both
BAJAUR,Salarzai,Type D Pashat,Pashat,0306-8056260,Both
BANNU,DOMEL,KGN Hospital,KGN Hospital,0313-9114937,Both
BANNU,DOMEL,RHC Domel,RHC Domel,0334-8807557,Both
BANNU,BANNU,RHC Ghoriwala,RHC Ghoriwala,0334-5136550,Both
BANNU,BANNU,Type D Hospital Kakki 2,Type D Hospital Kakki 3,0335-9191233,Both
BANNU,BANNU,CD Chandani Chowk,CD Chandani Chowk,0314-9402305,Both
BANNU,BANNU,BHU Zargar Mama Khel,BHU Zargar Mama Khel,0332-9802979,Both
BANNU,Bakka Khel,BHU Manik Khel,BHU Manik Khel,0300-9066143,Both
BANNU,Bakka Khel,BHU Amandi,BHU Amandi,0332-9451372,Both
BANNU,BANNU,BHU Khwaja Mad,BHU Khwaja Mad,0303-8486215,Both
BANNU,BANNU,BHU Mendew,BHU Mendew,0334-8811775,Both
BANNU,BANNU,CD Mubarak Din,CD Mubarak Din,0333-9412037,Both
BANNU,Bakka Khel,Lalo Zai,Lalo Zai,0332-9345823,Both
BANNU,BANNU,BHU Mali Khel,Mali Khell Bannu,,Both
BANNU,BANNU,Police Hospital,Bannu,,Both
BANNU,BANNU,BHU Gul Akram,Gul Akram,,Both
BANNU,BANNU,DHQ,DHQ Bannu,,Both
BATAGRAM,BATAGRAM,DHQ Battagram,DHQ Battagram,0303-8468230,Both
BATAGRAM,BATAGRAM,MCH Centre Ajmera,MCH Centre Ajmera,0303-8468230,Both
BATAGRAM,BATAGRAM,RHC Kuza Banda,RHC Kuza Banda,0314-4207679,Both
BATAGRAM,BATAGRAM,RHC Thakot,RHC Thakot,0344-9475875,Both
BATAGRAM,ALLAI,tyep-D Banna,tyep-D Banna,0345-3760661,Both
BUNER,MANDANR,CH Chamla / Nawagai,CH Chamla / Nawagai,0305-9252955,Both
BUNER,KHADO KHEL,CH Totalai,CH Totalai,0344-9604202,Both
BUNER,DAGGAR,DHQ(Hospital) Daggar,DHQ(Hospital) Daggar,0332-9898888,Both
BUNER,GAGRA,RHC Dewanbaba,RHC Dewanbaba,0333-9691942,Both
BUNER,DAGGAR,RHC Jowar,RHC Jowar,0345-5732689,Both
BUNER,MANDANR,RHC Nagrai,RHC Nagrai,0344-0610578,Both
BUNER,GAGRA,RHC Sarqala/ Gulbandai,RHC Sarqala/ Gulbandai,0343-9389330,Both
BUNER,DAGGAR,THQ Pacha,THQ Pacha,0333-9696531,Both
CHARSADDA,CHARSADDA,BHU Muhammad Nari,BHU Muhammad Nari,0304-5270647,Both
CHARSADDA,CHARSADDA,BHU Umerzai Upgraded to RHC,BHU Umerzai Upgraded to RHC,0346-9484786,Both
CHARSADDA,SHABQADAR,CH Shabqadar Upgraded to Cat,CH Shabqadar Upgraded to Cat,0311-0843030,Both
CHARSADDA,CHARSADDA,DHQ Charsadda,DHQ Charsadda,0333-9015031,Both
CHARSADDA,SHABQADAR,RHC Battagram,RHC Battagram,0314-9160346,Both
CHARSADDA,TANGI,RHC Jamal Abad,RHC Jamal Abad,0334-4421521,Both
CHARSADDA,TANGI,RHC Sherpao,RHC Sherpao,0345-9195176,Both
CHARSADDA,TANGI,THQ Tangi,THQ Tangi,0333-9154622,Both
CHITRAL,CHITRAL SUB-,"BHU Moroi, Kooh","BHU Moroi, Kooh",0300-5906783,Both
CHITRAL,CHITRAL SUB-,DHQ Gyni Block Chitral A,DHQ Gyni Block Chitral A,0300-9752488,Both
CHITRAL,CHITRAL SUB-,Rural Health Center Arando,Rural Health Center Arando,0346-9894088,Both
CHITRAL,CHITRAL SUB-,Rural Health Center Ayun,Rural Health Center Ayun,0346-0811811,Both
CHITRAL,MASTUJ (BOONI),Rural Health Center Drasun,Rural Health Center Drasun,3469329513,Both
CHITRAL,MASTUJ (BOONI),Rural Health Center Mastuj,Rural Health Center Mastuj,0345-8098498,Both
CHITRAL,MASTUJ (BOONI),Rural Health Center Shagram,Rural Health Center Shagram,0344-9603080,Both
CHITRAL,MASTUJ (BOONI),THQ Hospital Booni Charun,THQ Hospital Booni Charun,0344-9546076,Both
CHITRAL,CHITRAL SUB-,THQ Hospital Drosh B,THQ Hospital Drosh B,0345-9293692,Both
CHITRAL,CHITRAL SUB-,THQ Hospital G.Chashma,THQ Hospital G.Chashma,0345-1506004,Both
D. I. KHAN,D.I.KHAN,MMM Hospital,MMM Hospital,0336-9100419,Both
D. I. KHAN,PAHARPUR,THQ Hospital  Pahar Pur.,THQ Hospital  Pahar Pur.,0345-9831167,Both
D. I. KHAN,PAROA,THQ Hospital Paroa.,THQ Hospital Paroa.,0345-8791684,Both
D. I. KHAN,Panyala,Type D Panyala,Type-D Hospital Panyala,0305-9894804,Both
D. I. KHAN,Daraban Kalan,CH Daraban Kalan,THQ Hospital Kulachi,0333-9952437,Both
D. I. KHAN,Kulachi,Type D Kulachi,THQ Hospital Kulachi,0333-9980899,Both
D. I. KHAN,Dewala,Civil Hospital Police Line,Police line Hospital D.I.Khan,0344-9300068,Both
D. I. KHAN,Dewala,RHC Kot Jai,RHC Kot Jai,,Both
D. I. KHAN,D. I. KHAN,RHC Band Kurai,,,Both
D. I. KHAN,D. I. KHAN,DHQ Teaching Hospiatal,,,Both
Dera Ismail Khan,DI Khan,Police line Hospital D.I.Khan,Police line Hospital D.I.Khan,0344-9300068,Both
HANGU,HANGU,DHQ Hospital Hangu,DHQ Hospital Hangu,0334-9009104,Both
HANGU,HANGU,Sheed Fareed Khan Hospital,Sheed Fareed Khan Hospital,0343-1955406,Both
HANGU,TALL,Thall Urban,Thall Urban,0306-8518786,Both
HARIPUR,HARIPUR,CD Kot Najibullah,CD Kot Najibullah,0305-9349975,Both
HARIPUR,HARIPUR,Civil Hospital KTS,Civil Hospital KTS,0333-0928292,Both
HARIPUR,HARIPUR,Civil Hospital Rehana,Civil Hospital Rehana,0335-5851719,Both
HARIPUR,HARIPUR,DHQ Hospital Haripur,DHQ Hospital Haripur,0315-5046070,Both
HARIPUR,GHAZI,Type D Hospital Ghazi,Type D Hospital Ghazi,0310-5688231,Both
HARIPUR,KHAN PUR,Type D Hospital Khanpur,Type D Hospital Khanpur,0300-5615247,Both
HARIPUR,HARIPUR,Type D Hospital SNK,Type D Hospital SNK,0334-5651883,Both
HARIPUR,HARIPUR,Civil Hospital Kotla,,,Both
HARIPUR,HARIPUR,RHC Hali,,,Both
HARIPUR,HARIPUR,RHC Kalinger,,,Both
HARIPUR,HARIPUR,RHC Sirikot,,,Both
HARIPUR,HARIPUR,RHC Narra Amazai,,,Both
KARAK,BANDA DAUD SHAH,Civil Hospital Bahadur Khel,Civil Hospital Bahadur Khel,0333-9189431,Both
KARAK,BANDA DAUD SHAH,Civil Hospital Gurguri,Civil Hospital Gurguri,0345-9393603,Both
KARAK,KARAK,Civil Hospital Latember,Civil Hospital Latember,0333-9659794,Both
KARAK,TAKHAT NASRATI,Civil Hospital Takhti Nasrati,Civil Hospital Takhti Nasrati,0300-5937046,Both
KARAK,KARAK,DHQ Hospital Karak,DHQ Hospital Karak,0333-9712389,Both
KARAK,TAKHAT NASRATI,RHC Ahmad Abad,RHC Ahmad Abad,0333-9716453,Both
KARAK,KARAK,RHC Janduri,RHC Janduri,0334-9295741,Both
KARAK,BANDA DAUD SHAH,RHC Nari Panus,RHC Nari Panus,0315-9359832,Both
KARAK,KARAK,RHC Sabir Abad,RHC Sabir Abad,0335-5507260,Both
KARAK,TAKHAT NASRATI,RHC Shenawa Gudi Khel,RHC Shenawa Gudi Khel,0333-9550187,Both
KARAK,BANDA DAUD SHAH,THQ BD Shah,THQ BD Shah,0333-9604773,Both
KARAK,KARAK,woman&Children Hospital Karak,woman&Children Hospital Karak,0332-8564853,Both
KARAK,HARIPUR,CH Terri,,,Both
KHYBER,LANDI KOTAL,DHQ LandiKotal,DHQ LandiKotal,0333-9114878,Both
KHYBER,JAMRUD,Type-D Hospital Jamrud,Type-D Hospital Jamrud,0336-9843397,Both
KHYBER,,THQ Doger,THQ Doger,,Both
KOHAT,LACHI,CH Shakardara,CH Shakardara,0333-9019809,Both
KOHAT,KOHAT,District Headquarter Hosptial KDA Kohat,District Headquarter Hosptial KDA Kohat,0336-9942199,Both
KOHAT,KOHAT,Police Hospital Kohat.,Police Hospital Kohat.,0323-9696779,Both
KOHAT,KOHAT,RHC Billitang,RHC Billitang,0345-9392371,Both
KOHAT,KOHAT,RHC Chorlakki,RHC Chorlakki,0316-5599403,Both
KOHAT,KOHAT,RHC Gumbat,RHC Gumbat,0333-9118845,Both
KOHAT,LACHI,RHC Lachi,RHC Lachi,0317-9717157,Both
KOHAT,KOHAT,RHC UsterzaI,RHC UsterzaI,0333-9621085,Both
KOHAT,KOHAT,CH Zarghun Khel,CH Zarghun Khel,,Both
KOHAT,KOHAT,BHU Sheen Daud,BHU Sheen Daud,,Both
KOHISTAN,PALAS SUB-,BHU Batira,BHU Batira,0345-9499012,Both
KOHISTAN,PALAS SUB-,BHU Shalkhanabad,BHU Shalkhanabad,0345-4490356,Both
KOHISTAN,DASSU SUB-,RHC Dassu,RHC Dassu,0313-5867427,Both
KOHISTAN,DASSU SUB-,RHC Shaitial,RHC Shaitial,,Both
KOHISTAN,DASSU SUB-,BHU Jalkot,BHU Jalkot,,Both
KOHISTAN,DASSU SUB-,BHU Seo,BHU Seo,,Both
KOHISTAN,DASSU SUB-,BBHU Razika,BBHU Razika,,Both
KOHISTAN,PATTAN SUB-,RHC Ranolia,RHC Ranolia,0345-9601948,Both
KOHISTAN,PATTAN SUB-,THQ Pattan,THQ Pattan,0346-9795120,Both
KURRAM,UPPER KURRAM,DHQ Parachinar,DHQ Parachinar,0304-9429371,Both
KURRAM,LOWER KURRAM,THQ Sadda,THQ Sadda,0305-9624244,Both
KURRAM,LOWER KURRAM,THQ Ali Zai,THQ Ali Zai,0305-1016645,Both
KURRAM,UPPER KURRAM,Zanana Hospital Parachinar,Zanana Hospital Parachinar,0306-8938241,Both
Kurram,LOWER KURRAM,THQ Doger,,,Both
LAKKI MARWAT,LAKKI MARWAT,City Hospital Lakki,City Hospital Lakki,0313-9118816,Both
LAKKI MARWAT,SARAI NAURANG,MCH Center Sarai Naurang,MCH Center Sarai Naurang,0331-8867508,Both
LAKKI MARWAT,LAKKI MARWAT,Taja Zai,Taja Zai,0333-0935860,Both
LOWER DIR,SAMARBAGH,Cat D Hospital Munda,Cat D Hospital Munda,0334-5447863,Both
LOWER DIR,SAMARBAGH,Cat: D Hospital Mayar,Cat: D Hospital Mayar,0302-8931177,Both
LOWER DIR,TIMERGARA,DHQ Hospital Timergara,DHQ Hospital Timergara,0345-9520855,Both
LOWER DIR,TIMERGARA,RHC Khall,RHC Khall,0346-9842005,Both
LOWER DIR,LALQILA,RHC Lalqilla,RHC Lalqilla,0300-9074355,Both
LOWER DIR,TIMERGARA,RHC Talash,RHC Talash,0344-1981164,Both
LOWER DIR,ADENZAI,THQ Hospital Chakdara,THQ Hospital Chakdara,0346-8899489,Both
LOWER DIR,SAMARBAGH,THQ Hospital Samarbagh,THQ Hospital Samarbagh,0345-9123809,Both
"MALAKAND PAREA",BAT KHELA,Civil Hospital Loe Agra,Civil Hospital Loe Agra,0333-8264960,Both
"MALAKAND PAREA",BAT KHELA,DHQ Hospital Batkhela lower,DHQ Hospital Batkhela lower,0316-7717772,Both
"MALAKAND PAREA",BAT KHELA,RHC Palai,RHC Palai,0343-4630431,Both
"MALAKAND PAREA",DARGAI,RHC Sakhakot khass,RHC Sakhakot khass,0335-5657680,Both
"MALAKAND PAREA",DARGAI,THQ Hospital Dargai,THQ Hospital Dargai,0314-9925494,Both
"MALAKAND PAREA",Batkhella,CH Thana Khass,CH Thana Khass,,Both
"MALAKAND PAREA",DARGAI,RHC Dheri,RHC Dheri,,Both
"MALAKAND PAREA",DARGAI,RHC Kot,RHC Kot,,Both
"MALAKAND PAREA",Batkhella,RHC Julagram,RHC Julagram,,Both
MANSEHRA,BALA KOT,RHC Ghari Habib Ullah,RHC Habib Ullah,0300-5043075,Both
MANSEHRA,OGHI,C.H.Oghi,C.H.Oghi,0345-5044388,Both
MANSEHRA,MANSEHRA,R H C Shinkari,R H C Shinkari,0322-9229712,Both
MANSEHRA,MANSEHRA,RHC LASSAN Nawab,RHC LASSAN Nawab,0300-9114533,Both
MANSEHRA,BALA KOT,T.H.Q.Balakot,T.H.Q.Balakot,0300-5642550,Both
MANSEHRA,MANSEHRA,king Abdullah Teaching Hospital Mansehra,king Abdullah Teaching Hospital Mansehra,0315-8110766,Both
MANSEHRA,MANSEHRA,Type D Baffa,Type D Baffa,0333-5023484,Both
MANSEHRA,MANSEHRA,RHC Chattar,RHC Chattar,0333-5068870,Both
MANSEHRA,MANSEHRA,GMH Dadar,GMH Dadar,0333-9448467,Both
MANSEHRA,MANSEHRA,RHC Darband,RHC Darband,,Both
MANSEHRA,MANSEHRA,RHC Shinkiari,RHC Shinkiari,,Both
MANSEHRA,MANSEHRA,RHC Kawai,RHC Kawai,,Both
MANSEHRA,MANSEHRA,DHO Office Mansehra,DHO Office Man,,Both
MARDAN,MARDAN,DHQ Hospital Mardan,DHQ Hospital Mardan,0300-5921350,Both
MARDAN,MARDAN,Mardan Medical Complex Mardan,Mardan Medical Complex Mardan,0333-9298814,Both
MARDAN,TAKHT BHAI,THQ Takht Bhai,THQ Takht Bhai,0333-9191353,Both
MARDAN,MARDAN,Type-D Hospital Rustam,Type-D Hospital Rustam,0343-9155597,Both
MARDAN,Katlang,TDH Katlang,TDH Katlang,0344-9027998,Both
MARDAN,Garhi Kapoora,TDH Shahbaz Garhi,TDH Shahbaz Garhi,0333-9863010,Both
MARDAN,Mardan,TDH Toru,TDH Toru,,Both
MARDAN,TAKHT BHAI,TDH Lundkhwar,TDH Lundkhwar,,Both
MOHMAND,AMBAR UTMAN KHEL,DHQ Ghallanai,DHQ Ghallanai,0347-2125403,Both
MOHMAND,YAKE GHUND,RHC Ekkaghund,RHC Ekkaghund,0333-9175738,Both
MOHMAND,UPPER MOHMAND,THQ Mamadgat,THQ Mamadgat,0301-1134711,Both
N WAZIRISTAN,MIRAN SHAH,DHQ Miranshah City,DHQ Miranshah City,0332-1962227,Both
N WAZIRISTAN,Mir Ali,THQ Mir Ali,THQ Mir Ali,0334-0939497,Both
NOWSHERA,PABBI,CAT-D Hospital Ismail Khel,CAT-D Hospital Ismail Khel,0334-5794057,Both
NOWSHERA,JEHANGIRA,CH- Akora Khattak,CH- Akora Khattak,0344-8977208,Both
NOWSHERA,NOWSHERA,Cat D Hospital-Manki Sharif,Cat D Hospital-Manki Sharif,0302-8318682,Both
NOWSHERA,NOWSHERA,District Head Quarter Hospital Nowshera,District Head Quarter Hospital Nowshera,0300-5712208,Both
NOWSHERA,PABBI,Mian Rashid Hussain Shaheed Memorial Hospital Pabbi,Mian Rashid Hussain Shaheed Memorial Hospital Pabbi,0333-7000821,Both
NOWSHERA,NOWSHERA,Qazi Hussain Ahmad Medical Complex,Qazi Hussain Ahmad Medical Complex,0310-8869240,Both
NOWSHERA,NOWSHERA,RHC Pirpai,RHC Pirpai,0347-4443668,Both
NOWSHERA,JEHANGIRA,RHC-Khairabad,RHC-Khairabad,0301-3016761,Both
NOWSHERA,NOWSHERA,CH Ziarat Kaka Sahib,CH Ziarat Kaka Sahib,0346-9268198,Both
NOWSHERA,NOWSHERA,RHC Kheshgi Payan,RHC Kheshgi Payan,0300-5778177,Both
NOWSHERA,NOWSHERA,RHC Akbar Pura,RHC Akbar Pura,0314-9097494,Both
ORAKZAI,LOWER,CH Kalaya,CH Kalaya,0333-9545733,Both
ORAKZAI,CENTRAL,DHQ Mishti Mela,DHQ Mishti Mela,0332-9514550,Both
ORAKZAI,LOWER,RHC Kuraiz,RHC Kuraiz,0922-211311,Both
ORAKZAI,LOWER,THQ Ghaljo,THQ Ghaljo,,Both
PESHAWAR,PESHAWAR,Hayat Abad Medical Complex Hayatabad 1,Hayat Abad Medical Complex Hayatabad 2,0300-5669116,Both
PESHAWAR,PESHAWAR,Khyber Teaching Hospital University Town,Khyber Teaching Hospital University Town,0333-9677767,Both
